max_depth,learning_rate,subsample,colsample_bytree,reg_alpha,reg_lambda,score,f1,nmae
7,0.09,0.85,0.85,0.03,0.5,0.6259963607768678,0.8120063191153238,0.6530185767308162
7,0.09,0.85,0.8,0.03,0.5,0.6259963607768678,0.8120063191153238,0.6530185767308162
5,0.09,0.8,0.9,0.05,0.5,0.6259735602221426,0.8120063191153238,0.6530755781176294
7,0.08,0.85,0.85,0.07,0.4,0.6259726022291608,0.8120063191153238,0.6530779731000835
7,0.08,0.85,0.8,0.07,0.4,0.6259726022291608,0.8120063191153238,0.6530779731000835
7,0.08,0.9,0.85,0.05,0.6,0.6259641556679516,0.8120063191153238,0.6530990895031068
7,0.08,0.9,0.8,0.05,0.6,0.6259641556679516,0.8120063191153238,0.6530990895031068
6,0.09,0.8,0.9,0.03,0.5,0.6259574756447878,0.8120063191153238,0.6531157895610163
6,0.08,0.85,0.8,0.03,0.5,0.6259456653292754,0.8120063191153238,0.6531453153497973
6,0.08,0.85,0.85,0.03,0.5,0.6259456653292754,0.8120063191153238,0.6531453153497973
7,0.07,0.85,0.8,0.05,0.6,0.6259293890011461,0.8120063191153238,0.6531860061701202
7,0.07,0.85,0.85,0.05,0.6,0.6259293890011461,0.8120063191153238,0.6531860061701202
7,0.07,0.9,0.85,0.05,0.4,0.6259183041017945,0.8120063191153238,0.6532137184184994
7,0.07,0.9,0.8,0.05,0.4,0.6259183041017945,0.8120063191153238,0.6532137184184994
5,0.07,0.9,0.9,0.05,0.4,0.6259153650111224,0.8120063191153238,0.6532210661451796
5,0.09,0.9,0.8,0.03,0.4,0.6259103721320074,0.8120063191153238,0.6532335483429673
5,0.09,0.9,0.85,0.03,0.4,0.6259103721320074,0.8120063191153238,0.6532335483429673
7,0.08,0.8,0.85,0.07,0.5,0.6258837557094099,0.8120063191153238,0.6533000893994608
7,0.08,0.8,0.8,0.07,0.5,0.6258837557094099,0.8120063191153238,0.6533000893994608
7,0.07,0.8,0.8,0.03,0.5,0.6258266196170638,0.8120063191153238,0.6534429296303262
7,0.07,0.8,0.85,0.03,0.5,0.6258266196170638,0.8120063191153238,0.6534429296303262
6,0.09,0.85,0.85,0.05,0.4,0.6258196456187164,0.8120063191153238,0.6534603646261946
6,0.09,0.85,0.8,0.05,0.4,0.6258196456187164,0.8120063191153238,0.6534603646261946
5,0.08,0.8,0.85,0.05,0.6,0.625805266946631,0.8120063191153238,0.6534963113064082
5,0.08,0.8,0.8,0.05,0.6,0.625805266946631,0.8120063191153238,0.6534963113064082
5,0.09,0.85,0.85,0.05,0.6,0.6258012018704203,0.8120063191153238,0.6535064739969348
5,0.09,0.85,0.8,0.05,0.6,0.6258012018704203,0.8120063191153238,0.6535064739969348
6,0.09,0.9,0.9,0.03,0.4,0.6257945660402703,0.8120063191153238,0.65352306357231
5,0.09,0.8,0.9,0.03,0.6,0.6257883356688446,0.8120063191153238,0.6535386395008741
6,0.09,0.9,0.9,0.05,0.6,0.6257369654379994,0.8120063191153238,0.6536670650779871
7,0.08,0.85,0.9,0.07,0.6,0.6257276279793195,0.8120063191153238,0.6536904087246871
5,0.08,0.9,0.8,0.03,0.4,0.62571920616414,0.8120063191153238,0.6537114632626356
5,0.08,0.9,0.85,0.03,0.4,0.62571920616414,0.8120063191153238,0.6537114632626356
7,0.07,0.8,0.85,0.07,0.4,0.6257053689101622,0.8120063191153238,0.6537460563975802
7,0.07,0.8,0.8,0.07,0.4,0.6257053689101622,0.8120063191153238,0.6537460563975802
6,0.09,0.85,0.8,0.03,0.6,0.625698823903926,0.8120063191153238,0.6537624189131709
6,0.09,0.85,0.85,0.03,0.6,0.625698823903926,0.8120063191153238,0.6537624189131709
7,0.08,0.9,0.9,0.05,0.4,0.6256232493338214,0.8120063191153238,0.6539513553384321
5,0.07,0.85,0.85,0.05,0.4,0.6256176445365556,0.8120063191153238,0.6539653673315967
5,0.07,0.85,0.8,0.05,0.4,0.6256176445365556,0.8120063191153238,0.6539653673315967
7,0.08,0.85,0.8,0.05,0.5,0.6256083670415578,0.8120063191153238,0.6539885610690913
7,0.08,0.85,0.85,0.05,0.5,0.6256083670415578,0.8120063191153238,0.6539885610690913
5,0.08,0.8,0.8,0.05,0.5,0.6255741126675722,0.8120063191153238,0.6540741970040552
5,0.08,0.8,0.85,0.05,0.5,0.6255741126675722,0.8120063191153238,0.6540741970040552
7,0.09,0.85,0.8,0.05,0.4,0.6255661156059724,0.8120063191153238,0.6540941896580548
7,0.09,0.85,0.85,0.05,0.4,0.6255661156059724,0.8120063191153238,0.6540941896580548
7,0.09,0.85,0.9,0.03,0.6,0.6255219786409361,0.8120063191153238,0.6542045320706457
5,0.07,0.8,0.9,0.07,0.5,0.6255014214396418,0.8120063191153238,0.6542559250738811
7,0.07,0.9,0.8,0.03,0.4,0.6254999806517545,0.8120063191153238,0.6542595270435995
7,0.07,0.9,0.85,0.03,0.4,0.6254999806517545,0.8120063191153238,0.6542595270435995
6,0.09,0.9,0.9,0.07,0.4,0.625471873825048,0.8120063191153238,0.6543297941103658
7,0.09,0.8,0.85,0.05,0.4,0.6254553961222574,0.8120063191153238,0.6543709883673421
7,0.09,0.8,0.8,0.05,0.4,0.6254553961222574,0.8120063191153238,0.6543709883673421
7,0.09,0.9,0.9,0.07,0.6,0.6254523225434098,0.8120063191153238,0.6543786723144612
7,0.08,0.85,0.9,0.05,0.6,0.6254515170220964,0.8120063191153238,0.6543806861177445
5,0.08,0.8,0.8,0.03,0.6,0.6254488493101772,0.8120063191153238,0.6543873553975427
5,0.08,0.8,0.85,0.03,0.6,0.6254488493101772,0.8120063191153238,0.6543873553975427
7,0.08,0.9,0.9,0.07,0.4,0.625437107481007,0.8120063191153238,0.6544167099704682
7,0.08,0.8,0.9,0.03,0.4,0.6254291120091017,0.8120063191153238,0.6544366986502315
6,0.09,0.85,0.9,0.03,0.6,0.6253977741634613,0.8120063191153238,0.6545150432643325
7,0.07,0.9,0.9,0.03,0.4,0.6253264837474412,0.8120063191153238,0.6546932693043828
5,0.07,0.85,0.8,0.05,0.6,0.6253110280768888,0.8120063191153238,0.6547319084807637
5,0.07,0.85,0.85,0.05,0.6,0.6253110280768888,0.8120063191153238,0.6547319084807637
5,0.09,0.8,0.85,0.07,0.4,0.6252817527898251,0.8120063191153238,0.6548050966984229
5,0.09,0.8,0.8,0.07,0.4,0.6252817527898251,0.8120063191153238,0.6548050966984229
7,0.09,0.85,0.9,0.05,0.6,0.6251937603988029,0.8120063191153238,0.6550250776759784
7,0.08,0.9,0.8,0.07,0.5,0.6251931380063165,0.8120063191153238,0.6550266336571946
7,0.08,0.9,0.85,0.07,0.5,0.6251931380063165,0.8120063191153238,0.6550266336571946
6,0.07,0.8,0.8,0.05,0.4,0.6251807932746514,0.8120063191153238,0.6550574954863572
6,0.07,0.8,0.85,0.05,0.4,0.6251807932746514,0.8120063191153238,0.6550574954863572
5,0.09,0.8,0.8,0.05,0.6,0.6251521666524877,0.8120063191153238,0.6551290620417664
5,0.09,0.8,0.85,0.05,0.6,0.6251521666524877,0.8120063191153238,0.6551290620417664
7,0.07,0.9,0.9,0.07,0.6,0.625144867671875,0.8120063191153238,0.6551473094932981
7,0.07,0.85,0.8,0.07,0.4,0.6251423766267996,0.8120063191153238,0.6551535371059867
7,0.07,0.85,0.85,0.07,0.4,0.6251423766267996,0.8120063191153238,0.6551535371059867
7,0.08,0.85,0.8,0.03,0.5,0.6251069932889576,0.8120063191153238,0.6552419954505917
7,0.08,0.85,0.85,0.03,0.5,0.6251069932889576,0.8120063191153238,0.6552419954505917
5,0.07,0.85,0.8,0.03,0.5,0.6250657150334022,0.8120063191153238,0.6553451910894802
5,0.07,0.85,0.85,0.03,0.5,0.6250657150334022,0.8120063191153238,0.6553451910894802
5,0.07,0.85,0.85,0.03,0.6,0.6250561715375844,0.8120063191153238,0.6553690498290248
5,0.07,0.85,0.8,0.03,0.6,0.6250561715375844,0.8120063191153238,0.6553690498290248
7,0.09,0.85,0.9,0.03,0.5,0.6250543804246086,0.8120063191153238,0.6553735276114642
7,0.09,0.9,0.9,0.07,0.5,0.6250353095096569,0.8120063191153238,0.6554212048988434
7,0.08,0.9,0.85,0.07,0.6,0.6250273087227837,0.8120063191153238,0.6554412068660266
7,0.08,0.9,0.8,0.07,0.6,0.6250273087227837,0.8120063191153238,0.6554412068660266
7,0.08,0.9,0.8,0.03,0.4,0.6250132244576396,0.8120063191153238,0.6554764175288865
7,0.08,0.9,0.85,0.03,0.4,0.6250132244576396,0.8120063191153238,0.6554764175288865
7,0.07,0.8,0.8,0.05,0.5,0.6250059025676393,0.8120063191153238,0.6554947222538875
7,0.07,0.8,0.85,0.05,0.5,0.6250059025676393,0.8120063191153238,0.6554947222538875
7,0.08,0.85,0.85,0.07,0.6,0.6249491613615183,0.8120063191153238,0.6556365752691897
7,0.08,0.85,0.8,0.07,0.6,0.6249491613615183,0.8120063191153238,0.6556365752691897
7,0.08,0.9,0.85,0.03,0.5,0.6249243290306864,0.8120063191153238,0.6556986560962698
7,0.08,0.9,0.8,0.03,0.5,0.6249243290306864,0.8120063191153238,0.6556986560962698
7,0.09,0.85,0.8,0.05,0.6,0.6249191909073708,0.8120063191153238,0.6557115014045586
7,0.09,0.85,0.85,0.05,0.6,0.6249191909073708,0.8120063191153238,0.6557115014045586
6,0.09,0.9,0.8,0.05,0.5,0.624912665770771,0.8120063191153238,0.6557278142460583
6,0.09,0.9,0.85,0.05,0.5,0.624912665770771,0.8120063191153238,0.6557278142460583
5,0.07,0.8,0.85,0.03,0.5,0.6249095347686338,0.8120063191153238,0.6557356417514014
5,0.07,0.8,0.8,0.03,0.5,0.6249095347686338,0.8120063191153238,0.6557356417514014
5,0.07,0.8,0.85,0.07,0.6,0.6248192907560213,0.8120063191153238,0.6559612517829325
5,0.07,0.8,0.8,0.07,0.6,0.6248192907560213,0.8120063191153238,0.6559612517829325
6,0.09,0.9,0.9,0.03,0.5,0.6248137883692444,0.8120063191153238,0.6559750077498747
7,0.09,0.9,0.9,0.05,0.4,0.6248044263070921,0.8120063191153238,0.6559984129052555
5,0.07,0.85,0.8,0.05,0.5,0.6247731744655883,0.8120063191153238,0.6560765425090149
5,0.07,0.85,0.85,0.05,0.5,0.6247731744655883,0.8120063191153238,0.6560765425090149
6,0.08,0.8,0.8,0.03,0.6,0.624770872449741,0.8120063191153238,0.6560822975486331
6,0.08,0.8,0.85,0.03,0.6,0.624770872449741,0.8120063191153238,0.6560822975486331
5,0.09,0.8,0.8,0.03,0.6,0.6247680940303908,0.8120063191153238,0.6560892435970086
5,0.09,0.8,0.85,0.03,0.6,0.6247680940303908,0.8120063191153238,0.6560892435970086
7,0.09,0.9,0.8,0.05,0.6,0.624739960800886,0.8120063191153238,0.6561595766707706
7,0.09,0.9,0.85,0.05,0.6,0.624739960800886,0.8120063191153238,0.6561595766707706
6,0.09,0.9,0.9,0.07,0.6,0.6247366211816493,0.8120063191153238,0.6561679257188624
6,0.07,0.9,0.9,0.03,0.4,0.6247300776493397,0.8120063191153238,0.6561842845496364
5,0.07,0.85,0.8,0.07,0.6,0.6247229460230623,0.8120063191153238,0.65620211361533
5,0.07,0.85,0.85,0.07,0.6,0.6247229460230623,0.8120063191153238,0.65620211361533
6,0.09,0.9,0.8,0.05,0.6,0.6246853706249678,0.8120063191153238,0.6562960521105662
6,0.09,0.9,0.85,0.05,0.6,0.6246853706249678,0.8120063191153238,0.6562960521105662
6,0.08,0.8,0.8,0.05,0.5,0.6246514137981576,0.8120063191153238,0.6563809441775916
6,0.08,0.8,0.85,0.05,0.5,0.6246514137981576,0.8120063191153238,0.6563809441775916
7,0.07,0.9,0.8,0.07,0.4,0.6246416990694604,0.8120063191153238,0.6564052309993347
7,0.07,0.9,0.85,0.07,0.4,0.6246416990694604,0.8120063191153238,0.6564052309993347
7,0.07,0.8,0.8,0.07,0.6,0.624640483707718,0.8120063191153238,0.6564082694036909
7,0.07,0.8,0.85,0.07,0.6,0.624640483707718,0.8120063191153238,0.6564082694036909
6,0.07,0.8,0.85,0.03,0.4,0.624621690013024,0.8120063191153238,0.6564552536404257
6,0.07,0.8,0.8,0.03,0.4,0.624621690013024,0.8120063191153238,0.6564552536404257
7,0.07,0.9,0.9,0.05,0.6,0.6245837961074782,0.8120063191153238,0.6565499884042902
7,0.07,0.9,0.9,0.03,0.6,0.6245402085037036,0.8120063191153238,0.6566589574137267
7,0.09,0.9,0.9,0.05,0.5,0.624340424277202,0.8120063191153238,0.6571584179799805
7,0.09,0.9,0.9,0.03,0.4,0.624286041863388,0.8120063191153238,0.6572943740145158
7,0.08,0.85,0.9,0.03,0.6,0.624239098887341,0.8120063191153238,0.6574117314546334
5,0.09,0.8,0.8,0.03,0.4,0.6242161184764061,0.8120063191153238,0.6574691824819703
5,0.09,0.8,0.85,0.03,0.4,0.6242161184764061,0.8120063191153238,0.6574691824819703
6,0.09,0.85,0.9,0.05,0.5,0.6241936478583168,0.8120063191153238,0.6575253590271937
7,0.07,0.8,0.8,0.07,0.5,0.6240826606369474,0.8120063191153238,0.6578028270806173
7,0.07,0.8,0.85,0.07,0.5,0.6240826606369474,0.8120063191153238,0.6578028270806173
5,0.09,0.8,0.85,0.05,0.4,0.6240019891598075,0.8120063191153238,0.6580045057734669
5,0.09,0.8,0.8,0.05,0.4,0.6240019891598075,0.8120063191153238,0.6580045057734669
7,0.09,0.9,0.9,0.05,0.6,0.6239250884260245,0.8120063191153238,0.6581967576079245
7,0.08,0.85,0.8,0.05,0.4,0.6238272162653978,0.8120063191153238,0.6584414380094912
7,0.08,0.85,0.85,0.05,0.4,0.6238272162653978,0.8120063191153238,0.6584414380094912
7,0.09,0.8,0.8,0.07,0.4,0.6237158205064195,0.8120063191153238,0.6587199274069371
7,0.09,0.8,0.85,0.07,0.4,0.6237158205064195,0.8120063191153238,0.6587199274069371
5,0.09,0.8,0.9,0.05,0.4,0.6236583528371951,0.8120063191153238,0.658863596579998
7,0.09,0.85,0.85,0.03,0.6,0.6234556900751986,0.8120063191153238,0.6593702534849892
7,0.09,0.85,0.8,0.03,0.6,0.6234556900751986,0.8120063191153238,0.6593702534849892
7,0.09,0.85,0.9,0.07,0.5,0.6232417053357127,0.8120063191153238,0.6599052153337039
6,0.09,0.85,0.9,0.05,0.6,0.6232309971294042,0.8120063191153238,0.6599319858494752
7,0.09,0.9,0.8,0.03,0.5,0.6231970818728151,0.8120063191153238,0.660016773990948
7,0.09,0.9,0.85,0.03,0.5,0.6231970818728151,0.8120063191153238,0.660016773990948
7,0.09,0.85,0.9,0.07,0.4,0.6229412649286751,0.8120063191153238,0.6606563163512981
7,0.09,0.9,0.8,0.05,0.4,0.6228503014207074,0.8120063191153238,0.6608837251212171
7,0.09,0.9,0.85,0.05,0.4,0.6228503014207074,0.8120063191153238,0.6608837251212171
7,0.09,0.9,0.9,0.07,0.4,0.6227097736649638,0.8120063191153238,0.661235044510576
7,0.07,0.85,0.8,0.05,0.4,0.6226775002757147,0.8120063191153238,0.6613157279836991
7,0.07,0.85,0.85,0.05,0.4,0.6226775002757147,0.8120063191153238,0.6613157279836991
7,0.09,0.9,0.8,0.03,0.4,0.6224496290530039,0.8120063191153238,0.6618854060404759
7,0.09,0.9,0.85,0.03,0.4,0.6224496290530039,0.8120063191153238,0.6618854060404759
5,0.08,0.8,0.9,0.07,0.5,0.6221072403363899,0.8120063191153238,0.6627413778320109
7,0.09,0.9,0.9,0.03,0.5,0.6220752127702738,0.8120063191153238,0.6628214467473011
7,0.09,0.85,0.9,0.03,0.4,0.621471223864012,0.8120063191153238,0.6643314190129558
